NACE21_CODE	LEVEL	NACE21_HEADING	NACE2_CODE	NACE2_HEADING	Common_Content	Mapping_Type
"47.11"	"4"	"47.11 Non-specialised retail sale of predominately food, beverages or tobacco"	"47.81"	"47.81 Retail sale via stalls and markets of food, beverages and tobacco products"		"NACE Rev. 2.1 class 47.11 is mapped to NACE Rev. 2 classes 47.11, 47.81, 47.91, 47.99"
"47.11"	"4"	"47.11 Non-specialised retail sale of predominately food, beverages or tobacco"	"47.91"	"47.91 Retail sale via mail order houses or via Internet"		"NACE Rev. 2.1 class 47.11 is mapped to NACE Rev. 2 classes 47.11, 47.81, 47.91, 47.99"
"47.11"	"4"	"47.11 Non-specialised retail sale of predominately food, beverages or tobacco"	"47.99"	"47.99 Other retail sale not in stores, stalls or markets"		"NACE Rev. 2.1 class 47.11 is mapped to NACE Rev. 2 classes 47.11, 47.81, 47.91, 47.99"
"47.12"	"4"	"47.12 Other non-specialised retail sale"	"47.19"	"47.19 Other retail sale in non-specialised stores"		"NACE Rev. 2.1 class 47.12 is mapped to NACE Rev. 2 classes 47.19, 47.89, 47.91, 47.99"
"47.12"	"4"	"47.12 Other non-specialised retail sale"	"47.89"	"47.89 Retail sale via stalls and markets of other goods"		"NACE Rev. 2.1 class 47.12 is mapped to NACE Rev. 2 classes 47.19, 47.89, 47.91, 47.99"
"47.12"	"4"	"47.12 Other non-specialised retail sale"	"47.91"	"47.91 Retail sale via mail order houses or via Internet"		"NACE Rev. 2.1 class 47.12 is mapped to NACE Rev. 2 classes 47.19, 47.89, 47.91, 47.99"
"47.12"	"4"	"47.12 Other non-specialised retail sale"	"47.99"	"47.99 Other retail sale not in stores, stalls or markets"		"NACE Rev. 2.1 class 47.12 is mapped to NACE Rev. 2 classes 47.19, 47.89, 47.91, 47.99"
"47.2"	"3"	"47.2 Retail sale of food, beverages and tobacco"	"47.2"	"47.2 Retail sale of food, beverages and tobacco in specialised stores"		"NACE Rev. 2.1 group 47.2 is mapped to NACE Rev. 2 groups 47.2, 47.8, 47.9"
"47.2"	"3"	"47.2 Retail sale of food, beverages and tobacco"	"47.8"	"47.8 Retail sale via stalls and markets"		"NACE Rev. 2.1 group 47.2 is mapped to NACE Rev. 2 groups 47.2, 47.8, 47.9"
"47.2"	"3"	"47.2 Retail sale of food, beverages and tobacco"	"47.9"	"47.9 Retail trade not in stores, stalls or markets"		"NACE Rev. 2.1 group 47.2 is mapped to NACE Rev. 2 groups 47.2, 47.8, 47.9"
"47.21"	"4"	"47.21 Retail sale of fruit and vegetables"	"47.21"	"47.21 Retail sale of fruit and vegetables in specialised stores"		"NACE Rev. 2.1 class 47.21 is mapped to NACE Rev. 2 classes 47.21, 47.81, 47.91, 47.99"
"47.21"	"4"	"47.21 Retail sale of fruit and vegetables"	"47.81"	"47.81 Retail sale via stalls and markets of food, beverages and tobacco products"		"NACE Rev. 2.1 class 47.21 is mapped to NACE Rev. 2 classes 47.21, 47.81, 47.91, 47.99"
"47.21"	"4"	"47.21 Retail sale of fruit and vegetables"	"47.91"	"47.91 Retail sale via mail order houses or via Internet"		"NACE Rev. 2.1 class 47.21 is mapped to NACE Rev. 2 classes 47.21, 47.81, 47.91, 47.99"
"47.21"	"4"	"47.21 Retail sale of fruit and vegetables"	"47.99"	"47.99 Other retail sale not in stores, stalls or markets"		"NACE Rev. 2.1 class 47.21 is mapped to NACE Rev. 2 classes 47.21, 47.81, 47.91, 47.99"
"47.22"	"4"	"47.22 Retail sale of meat and meat products"	"47.22"	"47.22 Retail sale of meat and meat products in specialised stores"		"NACE Rev. 2.1 class 47.22 is mapped to NACE Rev. 2 classes 47.22, 47.81, 47.91, 47.99"
"47.22"	"4"	"47.22 Retail sale of meat and meat products"	"47.81"	"47.81 Retail sale via stalls and markets of food, beverages and tobacco products"		"NACE Rev. 2.1 class 47.22 is mapped to NACE Rev. 2 classes 47.22, 47.81, 47.91, 47.99"
"47.22"	"4"	"47.22 Retail sale of meat and meat products"	"47.91"	"47.91 Retail sale via mail order houses or via Internet"		"NACE Rev. 2.1 class 47.22 is mapped to NACE Rev. 2 classes 47.22, 47.81, 47.91, 47.99"
"47.22"	"4"	"47.22 Retail sale of meat and meat products"	"47.99"	"47.99 Other retail sale not in stores, stalls or markets"		"NACE Rev. 2.1 class 47.22 is mapped to NACE Rev. 2 classes 47.22, 47.81, 47.91, 47.99"
"47.23"	"4"	"47.23 Retail sale of fish, crustaceans and molluscs"	"47.23"	"47.23 Retail sale of fish, crustaceans and molluscs in specialised stores"		"NACE Rev. 2.1 class 47.23 is mapped to NACE Rev. 2 classes 47.23, 47.81, 47.91, 47.99"
"47.23"	"4"	"47.23 Retail sale of fish, crustaceans and molluscs"	"47.81"	"47.81 Retail sale via stalls and markets of food, beverages and tobacco products"		"NACE Rev. 2.1 class 47.23 is mapped to NACE Rev. 2 classes 47.23, 47.81, 47.91, 47.99"
"47.23"	"4"	"47.23 Retail sale of fish, crustaceans and molluscs"	"47.91"	"47.91 Retail sale via mail order houses or via Internet"		"NACE Rev. 2.1 class 47.23 is mapped to NACE Rev. 2 classes 47.23, 47.81, 47.91, 47.99"
"47.23"	"4"	"47.23 Retail sale of fish, crustaceans and molluscs"	"47.99"	"47.99 Other retail sale not in stores, stalls or markets"		"NACE Rev. 2.1 class 47.23 is mapped to NACE Rev. 2 classes 47.23, 47.81, 47.91, 47.99"
"47.24"	"4"	"47.24 Retail sale of bread, cake and confectionery"	"47.24"	"47.24 Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"		"NACE Rev. 2.1 class 47.24 is mapped to NACE Rev. 2 classes 47.24, 47.81, 47.91, 47.99"
"47.24"	"4"	"47.24 Retail sale of bread, cake and confectionery"	"47.81"	"47.81 Retail sale via stalls and markets of food, beverages and tobacco products"		"NACE Rev. 2.1 class 47.24 is mapped to NACE Rev. 2 classes 47.24, 47.81, 47.91, 47.99"
"47.24"	"4"	"47.24 Retail sale of bread, cake and confectionery"	"47.91"	"47.91 Retail sale via mail order houses or via Internet"		"NACE Rev. 2.1 class 47.24 is mapped to NACE Rev. 2 classes 47.24, 47.81, 47.91, 47.99"
"47.24"	"4"	"47.24 Retail sale of bread, cake and confectionery"	"47.99"	"47.99 Other retail sale not in stores, stalls or markets"		"NACE Rev. 2.1 class 47.24 is mapped to NACE Rev. 2 classes 47.24, 47.81, 47.91, 47.99"
"47.25"	"4"	"47.25 Retail sale of beverages"	"47.25"	"47.25 Retail sale of beverages in specialised stores"		"NACE Rev. 2.1 class 47.25 is mapped to NACE Rev. 2 classes 47.25, 47.81, 47.91, 47.99"
"47.25"	"4"	"47.25 Retail sale of beverages"	"47.81"	"47.81 Retail sale via stalls and markets of food, beverages and tobacco products"		"NACE Rev. 2.1 class 47.25 is mapped to NACE Rev. 2 classes 47.25, 47.81, 47.91, 47.99"
"47.25"	"4"	"47.25 Retail sale of beverages"	"47.91"	"47.91 Retail sale via mail order houses or via Internet"		"NACE Rev. 2.1 class 47.25 is mapped to NACE Rev. 2 classes 47.25, 47.81, 47.91, 47.99"
"47.25"	"4"	"47.25 Retail sale of beverages"	"47.99"	"47.99 Other retail sale not in stores, stalls or markets"		"NACE Rev. 2.1 class 47.25 is mapped to NACE Rev. 2 classes 47.25, 47.81, 47.91, 47.99"
"47.26"	"4"	"47.26 Retail sale of tobacco products"	"47.26"	"47.26 Retail sale of tobacco products in specialised stores"		"NACE Rev. 2.1 class 47.26 is mapped to NACE Rev. 2 classes 47.26, 47.81, 47.91, 47.99"
"47.26"	"4"	"47.26 Retail sale of tobacco products"	"47.81"	"47.81 Retail sale via stalls and markets of food, beverages and tobacco products"		"NACE Rev. 2.1 class 47.26 is mapped to NACE Rev. 2 classes 47.26, 47.81, 47.91, 47.99"
"47.26"	"4"	"47.26 Retail sale of tobacco products"	"47.91"	"47.91 Retail sale via mail order houses or via Internet"		"NACE Rev. 2.1 class 47.26 is mapped to NACE Rev. 2 classes 47.26, 47.81, 47.91, 47.99"
"47.26"	"4"	"47.26 Retail sale of tobacco products"	"47.99"	"47.99 Other retail sale not in stores, stalls or markets"		"NACE Rev. 2.1 class 47.26 is mapped to NACE Rev. 2 classes 47.26, 47.81, 47.91, 47.99"
"47.27"	"4"	"47.27 Retail sale of other food"	"47.29"	"47.29 Other retail sale of food in specialised stores"		"NACE Rev. 2.1 class 47.27 is mapped to NACE Rev. 2 classes 47.29, 47.81, 47.91, 47.99"
"47.27"	"4"	"47.27 Retail sale of other food"	"47.81"	"47.81 Retail sale via stalls and markets of food, beverages and tobacco products"		"NACE Rev. 2.1 class 47.27 is mapped to NACE Rev. 2 classes 47.29, 47.81, 47.91, 47.99"
"47.27"	"4"	"47.27 Retail sale of other food"	"47.91"	"47.91 Retail sale via mail order houses or via Internet"		"NACE Rev. 2.1 class 47.27 is mapped to NACE Rev. 2 classes 47.29, 47.81, 47.91, 47.99"
"47.27"	"4"	"47.27 Retail sale of other food"	"47.99"	"47.99 Other retail sale not in stores, stalls or markets"		"NACE Rev. 2.1 class 47.27 is mapped to NACE Rev. 2 classes 47.29, 47.81, 47.91, 47.99"
"47.3"	"3"	"47.3 Retail sale of automotive fuel"	"47.3"	"47.3 Retail sale of automotive fuel in specialised stores"		"NACE Rev. 2.1 group 47.3 is mapped to NACE Rev. 2 group 47.3"
"47.30"	"4"	"47.30 Retail sale of automotive fuel"	"47.30"	"47.30 Retail sale of automotive fuel in specialised stores"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 47.30 is mapped to NACE Rev. 2 class 47.30"
"47.4"	"3"	"47.4 Retail sale of information and communication equipment"	"47.4"	"47.4 Retail sale of information and communication equipment in specialised stores"		"NACE Rev. 2.1 group 47.4 is mapped to NACE Rev. 2 groups 47.4, 47.8, 47.9"
"47.4"	"3"	"47.4 Retail sale of information and communication equipment"	"47.8"	"47.8 Retail sale via stalls and markets"		"NACE Rev. 2.1 group 47.4 is mapped to NACE Rev. 2 groups 47.4, 47.8, 47.9"
"47.4"	"3"	"47.4 Retail sale of information and communication equipment"	"47.9"	"47.9 Retail trade not in stores, stalls or markets"		"NACE Rev. 2.1 group 47.4 is mapped to NACE Rev. 2 groups 47.4, 47.8, 47.9"
"47.40"	"4"	"47.40 Retail sale of information and communication equipment"	"47.41"	"47.41 Retail sale of computers, peripheral units and software in specialised stores"		"NACE Rev. 2.1 class 47.40 is mapped to NACE Rev. 2 classes 47.41, 47.42, 47.43, 47.89, 47.91, 47.99"
"47.40"	"4"	"47.40 Retail sale of information and communication equipment"	"47.42"	"47.42 Retail sale of telecommunications equipment in specialised stores"		"NACE Rev. 2.1 class 47.40 is mapped to NACE Rev. 2 classes 47.41, 47.42, 47.43, 47.89, 47.91, 47.99"
"47.40"	"4"	"47.40 Retail sale of information and communication equipment"	"47.43"	"47.43 Retail sale of audio and video equipment in specialised stores"		"NACE Rev. 2.1 class 47.40 is mapped to NACE Rev. 2 classes 47.41, 47.42, 47.43, 47.89, 47.91, 47.99"
"47.40"	"4"	"47.40 Retail sale of information and communication equipment"	"47.89"	"47.89 Retail sale via stalls and markets of other goods"		"NACE Rev. 2.1 class 47.40 is mapped to NACE Rev. 2 classes 47.41, 47.42, 47.43, 47.89, 47.91, 47.99"
"47.40"	"4"	"47.40 Retail sale of information and communication equipment"	"47.91"	"47.91 Retail sale via mail order houses or via Internet"		"NACE Rev. 2.1 class 47.40 is mapped to NACE Rev. 2 classes 47.41, 47.42, 47.43, 47.89, 47.91, 47.99"
"47.40"	"4"	"47.40 Retail sale of information and communication equipment"	"47.99"	"47.99 Other retail sale not in stores, stalls or markets"		"NACE Rev. 2.1 class 47.40 is mapped to NACE Rev. 2 classes 47.41, 47.42, 47.43, 47.89, 47.91, 47.99"
"47.5"	"3"	"47.5 Retail sale of other household equipment"	"47.5"	"47.5 Retail sale of other household equipment in specialised stores"		"NACE Rev. 2.1 group 47.5 is mapped to NACE Rev. 2 groups 47.5, 47.7, 47.8, 47.9"
"47.5"	"3"	"47.5 Retail sale of other household equipment"	"47.7"	"47.7 Retail sale of other goods in specialised stores"		"NACE Rev. 2.1 group 47.5 is mapped to NACE Rev. 2 groups 47.5, 47.7, 47.8, 47.9"
"47.5"	"3"	"47.5 Retail sale of other household equipment"	"47.8"	"47.8 Retail sale via stalls and markets"		"NACE Rev. 2.1 group 47.5 is mapped to NACE Rev. 2 groups 47.5, 47.7, 47.8, 47.9"
"47.5"	"3"	"47.5 Retail sale of other household equipment"	"47.9"	"47.9 Retail trade not in stores, stalls or markets"		"NACE Rev. 2.1 group 47.5 is mapped to NACE Rev. 2 groups 47.5, 47.7, 47.8, 47.9"
"47.51"	"4"	"47.51 Retail sale of textiles"	"47.51"	"47.51 Retail sale of textiles in specialised stores"		"NACE Rev. 2.1 class 47.51 is mapped to NACE Rev. 2 classes 47.51, 47.82, 47.91, 47.99"
"47.51"	"4"	"47.51 Retail sale of textiles"	"47.82"	"47.82 Retail sale via stalls and markets of textiles, clothing and footwear"		"NACE Rev. 2.1 class 47.51 is mapped to NACE Rev. 2 classes 47.51, 47.82, 47.91, 47.99"
"47.51"	"4"	"47.51 Retail sale of textiles"	"47.91"	"47.91 Retail sale via mail order houses or via Internet"		"NACE Rev. 2.1 class 47.51 is mapped to NACE Rev. 2 classes 47.51, 47.82, 47.91, 47.99"
"47.51"	"4"	"47.51 Retail sale of textiles"	"47.99"	"47.99 Other retail sale not in stores, stalls or markets"		"NACE Rev. 2.1 class 47.51 is mapped to NACE Rev. 2 classes 47.51, 47.82, 47.91, 47.99"
"47.52"	"4"	"47.52 Retail sale of hardware, building materials, paints and glass"	"47.52"	"47.52 Retail sale of hardware, paints and glass in specialised stores"		"NACE Rev. 2.1 class 47.52 is mapped to NACE Rev. 2 classes 47.52, 47.89, 47.91, 47.99"
"47.52"	"4"	"47.52 Retail sale of hardware, building materials, paints and glass"	"47.89"	"47.89 Retail sale via stalls and markets of other goods"		"NACE Rev. 2.1 class 47.52 is mapped to NACE Rev. 2 classes 47.52, 47.89, 47.91, 47.99"
"47.52"	"4"	"47.52 Retail sale of hardware, building materials, paints and glass"	"47.91"	"47.91 Retail sale via mail order houses or via Internet"		"NACE Rev. 2.1 class 47.52 is mapped to NACE Rev. 2 classes 47.52, 47.89, 47.91, 47.99"
"47.52"	"4"	"47.52 Retail sale of hardware, building materials, paints and glass"	"47.99"	"47.99 Other retail sale not in stores, stalls or markets"		"NACE Rev. 2.1 class 47.52 is mapped to NACE Rev. 2 classes 47.52, 47.89, 47.91, 47.99"
"47.53"	"4"	"47.53 Retail sale of carpets, rugs, wall and floor coverings"	"47.53"	"47.53 Retail sale of carpets, rugs, wall and floor coverings in specialised stores"		"NACE Rev. 2.1 class 47.53 is mapped to NACE Rev. 2 classes 47.53, 47.89, 47.91, 47.99"
"47.53"	"4"	"47.53 Retail sale of carpets, rugs, wall and floor coverings"	"47.89"	"47.89 Retail sale via stalls and markets of other goods"		"NACE Rev. 2.1 class 47.53 is mapped to NACE Rev. 2 classes 47.53, 47.89, 47.91, 47.99"
"47.53"	"4"	"47.53 Retail sale of carpets, rugs, wall and floor coverings"	"47.91"	"47.91 Retail sale via mail order houses or via Internet"		"NACE Rev. 2.1 class 47.53 is mapped to NACE Rev. 2 classes 47.53, 47.89, 47.91, 47.99"
"47.53"	"4"	"47.53 Retail sale of carpets, rugs, wall and floor coverings"	"47.99"	"47.99 Other retail sale not in stores, stalls or markets"		"NACE Rev. 2.1 class 47.53 is mapped to NACE Rev. 2 classes 47.53, 47.89, 47.91, 47.99"
"47.54"	"4"	"47.54 Retail sale of electrical household appliances"	"47.54"	"47.54 Retail sale of electrical household appliances in specialised stores"		"NACE Rev. 2.1 class 47.54 is mapped to NACE Rev. 2 classes 47.54, 47.89, 47.91, 47.99"
"47.54"	"4"	"47.54 Retail sale of electrical household appliances"	"47.89"	"47.89 Retail sale via stalls and markets of other goods"		"NACE Rev. 2.1 class 47.54 is mapped to NACE Rev. 2 classes 47.54, 47.89, 47.91, 47.99"
"47.54"	"4"	"47.54 Retail sale of electrical household appliances"	"47.91"	"47.91 Retail sale via mail order houses or via Internet"		"NACE Rev. 2.1 class 47.54 is mapped to NACE Rev. 2 classes 47.54, 47.89, 47.91, 47.99"
"47.54"	"4"	"47.54 Retail sale of electrical household appliances"	"47.99"	"47.99 Other retail sale not in stores, stalls or markets"		"NACE Rev. 2.1 class 47.54 is mapped to NACE Rev. 2 classes 47.54, 47.89, 47.91, 47.99"
"47.55"	"4"	"47.55 Retail sale of furniture, lighting equipment, tableware and other household goods"	"47.59"	"47.59 Retail sale of furniture, lighting equipment and other household articles in specialised stores"		"NACE Rev. 2.1 class 47.55 is mapped to NACE Rev. 2 classes 47.59, 47.78, 47.89, 47.91, 47.99"
"47.55"	"4"	"47.55 Retail sale of furniture, lighting equipment, tableware and other household goods"	"47.78"	"47.78 Other retail sale of new goods in specialised stores"		"NACE Rev. 2.1 class 47.55 is mapped to NACE Rev. 2 classes 47.59, 47.78, 47.89, 47.91, 47.99"
"47.55"	"4"	"47.55 Retail sale of furniture, lighting equipment, tableware and other household goods"	"47.89"	"47.89 Retail sale via stalls and markets of other goods"		"NACE Rev. 2.1 class 47.55 is mapped to NACE Rev. 2 classes 47.59, 47.78, 47.89, 47.91, 47.99"
"47.55"	"4"	"47.55 Retail sale of furniture, lighting equipment, tableware and other household goods"	"47.91"	"47.91 Retail sale via mail order houses or via Internet"		"NACE Rev. 2.1 class 47.55 is mapped to NACE Rev. 2 classes 47.59, 47.78, 47.89, 47.91, 47.99"
"47.55"	"4"	"47.55 Retail sale of furniture, lighting equipment, tableware and other household goods"	"47.99"	"47.99 Other retail sale not in stores, stalls or markets"		"NACE Rev. 2.1 class 47.55 is mapped to NACE Rev. 2 classes 47.59, 47.78, 47.89, 47.91, 47.99"
"47.6"	"3"	"47.6 Retail sale of cultural and recreational goods"	"47.5"	"47.5 Retail sale of other household equipment in specialised stores"		"NACE Rev. 2.1 group 47.6 is mapped to NACE Rev. 2 groups 47.5, 47.6, 47.7, 47.8, 47.9"
"47.6"	"3"	"47.6 Retail sale of cultural and recreational goods"	"47.6"	"47.6 Retail sale of cultural and recreation goods in specialised stores"		"NACE Rev. 2.1 group 47.6 is mapped to NACE Rev. 2 groups 47.5, 47.6, 47.7, 47.8, 47.9"
"47.6"	"3"	"47.6 Retail sale of cultural and recreational goods"	"47.7"	"47.7 Retail sale of other goods in specialised stores"		"NACE Rev. 2.1 group 47.6 is mapped to NACE Rev. 2 groups 47.5, 47.6, 47.7, 47.8, 47.9"
"47.6"	"3"	"47.6 Retail sale of cultural and recreational goods"	"47.8"	"47.8 Retail sale via stalls and markets"		"NACE Rev. 2.1 group 47.6 is mapped to NACE Rev. 2 groups 47.5, 47.6, 47.7, 47.8, 47.9"
